有價證券代號及名稱,國際證券辨識號碼(ISIN,Code),上市日,市場別,產業別,CFICode,
1101,台泥,TW0001101004,2/9/1962,上市,水泥工業,ESVUFR,
1102,亞泥,TW0001102002,6/8/1962,上市,水泥工業,ESVUFR,
1103,嘉泥,TW0001103000,11/14/1969,上市,水泥工業,ESVUFR,
1104,環泥,TW0001104008,2/1/1971,上市,水泥工業,ESVUFR,
1108,幸福,TW0001108009,6/6/1990,上市,水泥工業,ESVUFR,
1109,信大,TW0001109007,12/5/1991,上市,水泥工業,ESVUFR,
1110,東泥,TW0001110005,10/22/1994,上市,水泥工業,ESVUFR,
1201,味全,TW0001201002,2/9/1962,上市,食品工業,ESVUFR,
1203,味王,TW0001203008,8/24/1964,上市,食品工業,ESVUFR,
1210,大成,TW0001210003,5/20/1978,上市,食品工業,ESVUFR,
1213,大飲,TW0001213007,4/10/1981,上市,食品工業,ESVUFR,
1215,卜蜂,TW0001215002,7/27/1987,上市,食品工業,ESVUFR,
1216,統一,TW0001216000,12/28/1987,上市,食品工業,ESVUFR,
1217,愛之味,TW0001217008,10/28/1989,上市,食品工業,ESVUFR,
1218,泰山,TW0001218006,11/11/1989,上市,食品工業,ESVUFR,
1219,福壽,TW0001219004,12/1/1990,上市,食品工業,ESVUFR,
1220,台榮,TW0001220002,11/20/1991,上市,食品工業,ESVUFR,
1225,福懋油,TW0001225001,9/27/1993,上市,食品工業,ESVUFR,
1227,佳格,TW0001227007,4/9/1994,上市,食品工業,ESVUFR,
1229,聯華,TW0001229003,7/19/1976,上市,食品工業,ESVUFR,
1231,聯華食,TW0001231009,11/2/1995,上市,食品工業,ESVUFR,
1232,大統益,TW0001232007,2/9/1996,上市,食品工業,ESVUFR,
1233,天仁,TW0001233005,1/20/1999,上市,食品工業,ESVUFR,
1234,黑松,TW0001234003,3/12/1999,上市,食品工業,ESVUFR,
1235,興泰,TW0001235000,9/11/2000,上市,食品工業,ESVUFR,
1236,宏亞,TW0001236008,9/17/2001,上市,食品工業,ESVUFR,
1256,鮮活果汁-KY,KYG858681003,3/17/2016,上市,食品工業,ESVUFR,
1301,台塑,TW0001301000,7/27/1964,上市,塑膠工業,ESVUFR,
1303,南亞,TW0001303006,11/5/1967,上市,塑膠工業,ESVUFR,
1304,台聚,TW0001304004,5/20/1972,上市,塑膠工業,ESVUFR,
1305,華夏,TW0001305001,3/5/1973,上市,塑膠工業,ESVUFR,
1307,三芳,TW0001307007,11/23/1985,上市,塑膠工業,ESVUFR,
1308,亞聚,TW0001308005,6/20/1986,上市,塑膠工業,ESVUFR,
1309,台達化,TW0001309003,6/27/1986,上市,塑膠工業,ESVUFR,
1310,台苯,TW0001310001,8/6/1987,上市,塑膠工業,ESVUFR,
1312,國喬,TW0001312007,12/21/1988,上市,塑膠工業,ESVUFR,
1313,聯成,TW0001313005,3/27/1989,上市,塑膠工業,ESVUFR,
1314,中石化,TW0001314003,7/12/1991,上市,塑膠工業,ESVUFR,
1315,達新,TW0001315000,5/9/1992,上市,塑膠工業,ESVUFR,
1316,上曜,TW0001316008,10/15/1992,上市,建材營造業,ESVUFR,
1319,東陽,TW0001319002,12/12/1994,上市,汽車工業,ESVUFR,
1321,大洋,TW0001321008,1/26/1999,上市,塑膠工業,ESVUFR,
1323,永裕,TW0001323004,9/11/2000,上市,塑膠工業,ESVUFR,
1324,地球,TW0001324002,9/11/2000,上市,塑膠工業,ESVUFR,
1325,恆大,TW0001325009,9/11/2000,上市,塑膠工業,ESVUFR,
1326,台化,TW0001326007,12/20/1984,上市,塑膠工業,ESVUFR,
1337,再生-KY,KYG0539R1039,7/1/2011,上市,塑膠工業,ESVUFR,
1338,廣華-KY,KYG451001070,12/19/2012,上市,汽車工業,ESVUFR,
1339,昭輝,TW0001339000,4/24/2012,上市,汽車工業,ESVUFR,
1340,勝悅-KY,KYG935971054,12/6/2013,上市,塑膠工業,ESVUFR,
1341,富林-KY,KYG3730M1050,12/24/2018,上市,塑膠工業,ESVUFR,
1402,遠東新,TW0001402006,4/14/1967,上市,紡織纖維,ESVUFR,
1409,新纖,TW0001409001,8/31/1973,上市,紡織纖維,ESVUFR,
1410,南染,TW0001410009,10/18/1973,上市,紡織纖維,ESVUFR,
1413,宏洲,TW0001413003,12/23/1975,上市,紡織纖維,ESVUFR,
1414,東和,TW0001414001,2/2/1976,上市,紡織纖維,ESVUFR,
1416,廣豐,TW0001416006,4/20/1976,上市,紡織纖維,ESVUFR,
1417,嘉裕,TW0001417004,12/28/1976,上市,紡織纖維,ESVUFR,
1418,東華,TW0001418002,2/14/1977,上市,紡織纖維,ESVUFR,
1419,新紡,TW0001419000,3/14/1977,上市,紡織纖維,ESVUFR,
1423,利華,TW0001423002,4/2/1979,上市,紡織纖維,ESVUFR,
1432,大魯閣,TW0001432003,7/26/1982,上市,貿易百貨業,ESVUFR,
1434,福懋,TW0001434009,12/24/1985,上市,紡織纖維,ESVUFR,
1435,中福,TW0001435006,12/28/1987,上市,其他業,ESVUFR,
1436,華友聯,TW0001436004,4/11/1988,上市,建材營造業,ESVUFR,
1437,勤益控,TW0001437002,11/10/1988,上市,其他業,ESVUFR,
1438,裕豐,TW0001438000,12/15/1988,上市,建材營造業,ESVUFR,
1439,中和,TW0001439008,5/22/1989,上市,紡織纖維,ESVUFR,
1440,南紡,TW0001440006,10/3/1989,上市,紡織纖維,ESVUFR,
1441,大東,TW0001441004,10/27/1989,上市,紡織纖維,ESVUFR,
1442,名軒,TW0001442002,11/16/1989,上市,建材營造業,ESVUFR,
1443,立益,TW0001443000,4/21/1990,上市,紡織纖維,ESVUFR,
1444,力麗,TW0001444008,8/8/1990,上市,紡織纖維,ESVUFR,
1445,大宇,TW0001445005,2/5/1991,上市,紡織纖維,ESVUFR,
1446,宏和,TW0001446003,10/15/1991,上市,紡織纖維,ESVUFR,
1447,力鵬,TW0001447001,1/28/1992,上市,紡織纖維,ESVUFR,
1449,佳和,TW0001449007,3/12/1992,上市,紡織纖維,ESVUFR,
1451,年興,TW0001451003,12/21/1992,上市,紡織纖維,ESVUFR,
1452,宏益,TW0001452001,12/28/1992,上市,紡織纖維,ESVUFR,
1453,大將,TW0001453009,4/19/1993,上市,紡織纖維,ESVUFR,
1454,台富,TW0001454007,5/7/1993,上市,紡織纖維,ESVUFR,
1455,集盛,TW0001455004,10/7/1993,上市,紡織纖維,ESVUFR,
1456,怡華,TW0001456002,12/9/1993,上市,紡織纖維,ESVUFR,
1457,宜進,TW0001457000,10/20/1994,上市,紡織纖維,ESVUFR,
1459,聯發,TW0001459006,10/26/1994,上市,紡織纖維,ESVUFR,
1460,宏遠,TW0001460004,4/28/1995,上市,紡織纖維,ESVUFR,
1463,強盛,TW0001463008,12/5/1996,上市,紡織纖維,ESVUFR,
1464,得力,TW0001464006,1/18/1997,上市,紡織纖維,ESVUFR,
1465,偉全,TW0001465003,9/8/1997,上市,紡織纖維,ESVUFR,
1466,聚隆,TW0001466001,4/4/1998,上市,紡織纖維,ESVUFR,
1467,南緯,TW0001467009,12/21/1998,上市,紡織纖維,ESVUFR,
1468,昶和,TW0001468007,1/21/1999,上市,紡織纖維,ESVUFR,
1470,大統新創,TW0001470003,5/21/1999,上市,紡織纖維,ESVUFR,
1471,首利,TW0001471001,3/6/2000,上市,電子零組件業,ESVUFR,
1472,三洋紡,TW0001472009,9/11/2000,上市,紡織纖維,ESVUFR,
1473,台南,TW0001473007,9/11/2000,上市,紡織纖維,ESVUFR,
1474,弘裕,TW0001474005,10/31/2000,上市,紡織纖維,ESVUFR,
1475,本盟,TW0001475002,10/27/2000,上市,紡織纖維,ESVUFR,
1476,儒鴻,TW0001476000,4/18/2001,上市,紡織纖維,ESVUFR,
1477,聚陽,TW0001477008,1/21/2003,上市,紡織纖維,ESVUFR,
1503,士電,TW0001503001,12/15/1969,上市,電機機械,ESVUFR,
1504,東元,TW0001504009,11/5/1973,上市,電機機械,ESVUFR,
1506,正道,TW0001506004,8/11/1980,上市,電機機械,ESVUFR,
1507,永大,TW0001507002,11/9/1989,上市,電機機械,ESVUFR,
1512,瑞利,TW0001512002,1/28/1994,上市,汽車工業,ESVUFR,
1513,中興電,TW0001513000,3/8/1994,上市,電機機械,ESVUFR,
1514,亞力,TW0001514008,3/26/1994,上市,電機機械,ESVUFR,
1515,力山,TW0001515005,2/4/1995,上市,電機機械,ESVUFR,
1516,川飛,TW0001516003,4/1/1995,上市,其他業,ESVUFR,
1517,利奇,TW0001517001,11/14/1995,上市,電機機械,ESVUFR,
1519,華城,TW0001519007,4/16/1997,上市,電機機械,ESVUFR,
1521,大億,TW0001521003,10/6/1997,上市,汽車工業,ESVUFR,
1522,堤維西,TW0001522001,10/6/1997,上市,汽車工業,ESVUFR,
1524,耿鼎,TW0001524007,10/30/1998,上市,汽車工業,ESVUFR,
1525,江申,TW0001525004,5/15/1999,上市,汽車工業,ESVUFR,
1526,日馳,TW0001526002,3/27/2000,上市,電機機械,ESVUFR,
1527,鑽全,TW0001527000,6/21/2000,上市,電機機械,ESVUFR,
1528,恩德,TW0001528008,9/11/2000,上市,電機機械,ESVUFR,
1529,樂士,TW0001529006,9/11/2000,上市,電機機械,ESVUFR,
1530,亞崴,TW0001530004,9/11/2000,上市,電機機械,ESVUFR,
1531,高林股,TW0001531002,9/11/2000,上市,電機機械,ESVUFR,
1532,勤美,TW0001532000,9/11/2000,上市,電機機械,ESVUFR,
1533,車王電,TW0001533008,4/6/2001,上市,汽車工業,ESVUFR,
1535,中宇,TW0001535003,9/17/2001,上市,電機機械,ESVUFR,
1536,和大,TW0001536001,9/17/2001,上市,汽車工業,ESVUFR,
1537,廣隆,TW0001537009,1/22/2002,上市,電機機械,ESVUFR,
1538,正峰新,TW0001538007,8/26/2002,上市,電機機械,ESVUFR,
1539,巨庭,TW0001539005,10/29/2002,上市,電機機械,ESVUFR,
1540,喬福,TW0001540003,8/26/2002,上市,電機機械,ESVUFR,
1541,錩泰,TW0001541001,3/19/2003,上市,電機機械,ESVUFR,
1558,伸興,TW0001558005,12/23/2014,上市,電機機械,ESVUFR,
1560,中砂,TW0001560001,1/31/2005,上市,電機機械,ESVUFR,
1568,倉佑,TW0001568004,5/14/2014,上市,汽車工業,ESVUFR,
1582,信錦,TW0001582005,12/17/2009,上市,電子零組件業,ESVUFR,
1583,程泰,TW0001583003,1/24/2008,上市,電機機械,ESVUFR,
1587,吉茂,TW0001587004,4/16/2018,上市,汽車工業,ESVUFR,
1589,永冠-KY,KYG984291065,4/27/2012,上市,電機機械,ESVUFR,
1590,亞德客-KY,KYG014081064,12/13/2010,上市,電機機械,ESVUFR,
1592,英瑞-KY,KYG316231045,10/16/2014,上市,汽車工業,ESVUFR,
1598,岱宇,TW0001598001,9/20/2016,上市,生技醫療業,ESVUFR,
1603,華電,TW0001603009,6/3/1968,上市,電器電纜,ESVUFR,
1604,聲寶,TW0001604007,12/14/1970,上市,電器電纜,ESVUFR,
1605,華新,TW0001605004,11/3/1972,上市,電器電纜,ESVUFR,
1608,華榮,TW0001608008,7/11/1988,上市,電器電纜,ESVUFR,
1609,大亞,TW0001609006,12/12/1988,上市,電器電纜,ESVUFR,
1611,中電,TW0001611002,1/16/1990,上市,電器電纜,ESVUFR,
1612,宏泰,TW0001612000,5/8/1993,上市,電器電纜,ESVUFR,
1614,三洋電,TW0001614006,9/18/1997,上市,電器電纜,ESVUFR,
1615,大山,TW0001615003,3/30/2000,上市,電器電纜,ESVUFR,
1616,億泰,TW0001616001,9/11/2000,上市,電器電纜,ESVUFR,
1617,榮星,TW0001617009,9/11/2000,上市,電器電纜,ESVUFR,
1618,合機,TW0001618007,9/11/2000,上市,電器電纜,ESVUFR,
1626,艾美特-KY,KYG0135T1076,3/21/2013,上市,電器電纜,ESVUFR,
1701,中化,TW0001701001,2/9/1962,上市,生技醫療業,ESVUFR,
1702,南僑,TW0001702009,5/30/1973,上市,食品工業,ESVUFR,
1707,葡萄王,TW0001707008,12/20/1982,上市,生技醫療業,ESVUFR,
1708,東鹼,TW0001708006,6/16/1986,上市,化學工業,ESVUFR,
1709,和益,TW0001709004,7/3/1986,上市,化學工業,ESVUFR,
1710,東聯,TW0001710002,10/21/1987,上市,化學工業,ESVUFR,
1711,永光,TW0001711000,12/27/1988,上市,化學工業,ESVUFR,
1712,興農,TW0001712008,12/14/1989,上市,化學工業,ESVUFR,
1713,國化,TW0001713006,1/31/1990,上市,化學工業,ESVUFR,
1714,和桐,TW0001714004,8/30/1991,上市,化學工業,ESVUFR,
1717,長興,TW0001717007,3/31/1994,上市,化學工業,ESVUFR,
1718,中纖,TW0001718005,12/2/1963,上市,化學工業,ESVUFR,
1720,生達,TW0001720001,12/12/1995,上市,生技醫療業,ESVUFR,
1721,三晃,TW0001721009,5/16/1996,上市,化學工業,ESVUFR,
1722,台肥,TW0001722007,3/24/1998,上市,化學工業,ESVUFR,
1723,中碳,TW0001723005,11/27/1998,上市,化學工業,ESVUFR,
1724,台硝,TW0001724003,3/30/1995,上市,化學工業,ESVUFR,
1725,元禎,TW0001725000,9/11/2000,上市,化學工業,ESVUFR,
1726,永記,TW0001726008,9/11/2000,上市,化學工業,ESVUFR,
1727,中華化,TW0001727006,9/11/2000,上市,化學工業,ESVUFR,
1730,花仙子,TW0001730000,9/17/2001,上市,化學工業,ESVUFR,
1731,美吾華,TW0001731008,9/17/2001,上市,生技醫療業,ESVUFR,
1732,毛寶,TW0001732006,9/17/2001,上市,化學工業,ESVUFR,
1733,五鼎,TW0001733004,9/17/2001,上市,生技醫療業,ESVUFR,
1734,杏輝,TW0001734002,8/26/2002,上市,生技醫療業,ESVUFR,
1735,日勝化,TW0001735009,8/26/2002,上市,化學工業,ESVUFR,
1736,喬山,TW0001736007,1/9/2003,上市,生技醫療業,ESVUFR,
1737,臺鹽,TW0001737005,11/18/2003,上市,食品工業,ESVUFR,
1760,寶齡富錦,TW0001760007,1/23/2018,上市,生技醫療業,ESVUFR,
1762,中化生,TW0001762003,12/20/2010,上市,生技醫療業,ESVUFR,
1773,勝一,TW0001773000,2/27/2009,上市,化學工業,ESVUFR,
1776,展宇,TW0001776003,5/9/2016,上市,化學工業,ESVUFR,
1783,和康生,TW0001783009,12/20/2013,上市,生技醫療業,ESVUFR,
1786,科妍,TW0001786002,11/12/2013,上市,生技醫療業,ESVUFR,
1789,神隆,TW0001789006,9/29/2011,上市,生技醫療業,ESVUFR,
1795,美時,TW0001795003,12/16/2019,上市,生技醫療業,ESVUFR,
1802,台玻,TW0001802007,7/20/1973,上市,玻璃陶瓷,ESVUFR,
1805,寶徠,TW0001805000,10/20/1989,上市,建材營造業,ESVUFR,
1806,冠軍,TW0001806008,9/29/1992,上市,玻璃陶瓷,ESVUFR,
1808,潤隆,TW0001808004,10/26/1994,上市,建材營造業,ESVUFR,
1809,中釉,TW0001809002,4/30/1996,上市,玻璃陶瓷,ESVUFR,
1810,和成,TW0001810000,10/14/1991,上市,玻璃陶瓷,ESVUFR,
1817,凱撒衛,TW0001817005,10/24/2013,上市,玻璃陶瓷,ESVUFR,
1902,台紙,TW0001902005,2/9/1962,上市,造紙工業,ESVUFR,
1903,士紙,TW0001903003,12/9/1963,上市,造紙工業,ESVUFR,
1904,正隆,TW0001904001,9/10/1971,上市,造紙工業,ESVUFR,
1905,華紙,TW0001905008,2/7/1975,上市,造紙工業,ESVUFR,
1906,寶隆,TW0001906006,4/26/1976,上市,造紙工業,ESVUFR,
1907,永豐餘,TW0001907004,2/22/1977,上市,造紙工業,ESVUFR,
1909,榮成,TW0001909000,11/19/1985,上市,造紙工業,ESVUFR,
2002,中鋼,TW0002002003,12/26/1974,上市,鋼鐵工業,ESVUFR,
2006,東和鋼鐵,TW0002006004,7/13/1988,上市,鋼鐵工業,ESVUFR,
2007,燁興,TW0002007002,10/4/1988,上市,鋼鐵工業,ESVUFR,
2008,高興昌,TW0002008000,12/28/1988,上市,鋼鐵工業,ESVUFR,
2009,第一銅,TW0002009008,10/20/1989,上市,鋼鐵工業,ESVUFR,
2010,春源,TW0002010006,12/22/1989,上市,鋼鐵工業,ESVUFR,
2012,春雨,TW0002012002,10/17/1991,上市,鋼鐵工業,ESVUFR,
2013,中鋼構,TW0002013000,1/21/1992,上市,鋼鐵工業,ESVUFR,
2014,中鴻,TW0002014008,2/20/1992,上市,鋼鐵工業,ESVUFR,
2015,豐興,TW0002015005,5/25/1992,上市,鋼鐵工業,ESVUFR,
2017,官田鋼,TW0002017001,11/2/1992,上市,鋼鐵工業,ESVUFR,
2020,美亞,TW0002020005,4/27/1993,上市,鋼鐵工業,ESVUFR,
2022,聚亨,TW0002022001,3/27/1995,上市,鋼鐵工業,ESVUFR,
2023,燁輝,TW0002023009,7/28/1995,上市,鋼鐵工業,ESVUFR,
2024,志聯,TW0002024007,12/30/1995,上市,鋼鐵工業,ESVUFR,
2025,千興,TW0002025004,2/8/1996,上市,鋼鐵工業,ESVUFR,
2027,大成鋼,TW0002027000,10/24/1996,上市,鋼鐵工業,ESVUFR,
2028,威致,TW0002028008,12/13/1996,上市,鋼鐵工業,ESVUFR,
2029,盛餘,TW0002029006,1/11/1997,上市,鋼鐵工業,ESVUFR,
2030,彰源,TW0002030004,12/24/1998,上市,鋼鐵工業,ESVUFR,
2031,新光鋼,TW0002031002,9/11/2000,上市,鋼鐵工業,ESVUFR,
2032,新鋼,TW0002032000,9/11/2000,上市,鋼鐵工業,ESVUFR,
2033,佳大,TW0002033008,9/11/2000,上市,鋼鐵工業,ESVUFR,
2034,允強,TW0002034006,9/17/2001,上市,鋼鐵工業,ESVUFR,
2038,海光,TW0002038007,12/30/2008,上市,鋼鐵工業,ESVUFR,
2049,上銀,TW0002049004,6/26/2009,上市,電機機械,ESVUFR,
2059,川湖,TW0002059003,6/25/2008,上市,電子零組件業,ESVUFR,
2062,橋椿,TW0002062007,11/16/2007,上市,其他業,ESVUFR,
2069,運錩,TW0002069002,3/22/2016,上市,鋼鐵工業,ESVUFR,
2101,南港,TW0002101003,11/1/1963,上市,橡膠工業,ESVUFR,
2102,泰豐,TW0002102001,7/16/1979,上市,橡膠工業,ESVUFR,
2103,台橡,TW0002103009,9/25/1982,上市,橡膠工業,ESVUFR,
2104,國際中橡,TW0002104007,7/15/1986,上市,橡膠工業,ESVUFR,
2105,正新,TW0002105004,12/7/1987,上市,橡膠工業,ESVUFR,
2106,建大,TW0002106002,12/20/1990,上市,橡膠工業,ESVUFR,
2107,厚生,TW0002107000,3/3/1992,上市,橡膠工業,ESVUFR,
2108,南帝,TW0002108008,10/27/1992,上市,橡膠工業,ESVUFR,
2109,華豐,TW0002109006,5/8/2000,上市,橡膠工業,ESVUFR,
2114,鑫永銓,TW0002114006,12/29/2010,上市,橡膠工業,ESVUFR,
2115,六暉-KY,KYG5700L1086,12/25/2013,上市,汽車工業,ESVUFR,
2201,裕隆,TW0002201001,7/8/1976,上市,汽車工業,ESVUFR,
2204,中華,TW0002204005,3/12/1991,上市,汽車工業,ESVUFR,
2206,三陽工業,TW0002206000,7/29/1996,上市,汽車工業,ESVUFR,
2207,和泰車,TW0002207008,2/25/1997,上市,汽車工業,ESVUFR,
2208,台船,TW0002208006,12/22/2008,上市,航運業,ESVUFR,
2227,裕日車,TW0002227006,12/21/2004,上市,汽車工業,ESVUFR,
2228,劍麟,TW0002228004,11/25/2013,上市,汽車工業,ESVUFR,
2231,為升,TW0002231008,11/19/2010,上市,汽車工業,ESVUFR,
2233,宇隆,TW0002233004,9/17/2019,上市,汽車工業,ESVUFR,
2236,百達-KY,KYG693691092,6/3/2015,上市,汽車工業,ESVUFR,
2239,英利-KY,KYG1991F1081,1/27/2016,上市,汽車工業,ESVUFR,
2243,宏旭-KY,KYG460651014,9/27/2017,上市,汽車工業,ESVUFR,
2301,光寶科,TW0002301009,11/17/1995,上市,電腦及週邊設備業,ESVUFR,
2302,麗正,TW0002302007,1/15/1985,上市,半導體業,ESVUFR,
2303,聯電,TW0002303005,7/16/1985,上市,半導體業,ESVUFR,
2305,全友,TW0002305000,10/21/1988,上市,電腦及週邊設備業,ESVUFR,
2308,台達電,TW0002308004,12/19/1988,上市,電子零組件業,ESVUFR,
2312,金寶,TW0002312006,11/7/1989,上市,其他電子業,ESVUFR,
2313,華通,TW0002313004,7/24/1990,上市,電子零組件業,ESVUFR,
2314,台揚,TW0002314002,8/8/1990,上市,通信網路業,ESVUFR,
2316,楠梓電,TW0002316007,2/5/1991,上市,電子零組件業,ESVUFR,
2317,鴻海,TW0002317005,6/18/1991,上市,其他電子業,ESVUFR,
2321,東訊,TW0002321007,11/8/1991,上市,通信網路業,ESVUFR,
2323,中環,TW0002323003,2/17/1992,上市,光電業,ESVUFR,
2324,仁寶,TW0002324001,2/18/1992,上市,電腦及週邊設備業,ESVUFR,
2327,國巨,TW0002327004,10/22/1993,上市,電子零組件業,ESVUFR,
2328,廣宇,TW0002328002,11/9/1993,上市,電子零組件業,ESVUFR,
2329,華泰,TW0002329000,4/20/1994,上市,半導體業,ESVUFR,
2330,台積電,TW0002330008,9/5/1994,上市,半導體業,ESVUFR,
2331,精英,TW0002331006,9/21/1994,上市,電腦及週邊設備業,ESVUFR,
2332,友訊,TW0002332004,10/17/1994,上市,通信網路業,ESVUFR,
2337,旺宏,TW0002337003,3/15/1995,上市,半導體業,ESVUFR,
2338,光罩,TW0002338001,4/17/1995,上市,半導體業,ESVUFR,
2340,光磊,TW0002340007,5/2/1995,上市,光電業,ESVUFR,
2342,茂矽,TW0002342003,9/19/1995,上市,半導體業,ESVUFR,
2344,華邦電,TW0002344009,10/18/1995,上市,半導體業,ESVUFR,
2345,智邦,TW0002345006,11/15/1995,上市,通信網路業,ESVUFR,
2347,聯強,TW0002347002,12/13/1995,上市,電子通路業,ESVUFR,
2348,海悅,TW0002348000,1/5/1996,上市,其他業,ESVUFR,
2349,錸德,TW0002349008,4/23/1996,上市,光電業,ESVUFR,
2351,順德,TW0002351004,4/25/1996,上市,半導體業,ESVUFR,
2352,佳世達,TW0002352002,7/22/1996,上市,電腦及週邊設備業,ESVUFR,
2353,宏碁,TW0002353000,9/18/1996,上市,電腦及週邊設備業,ESVUFR,
2354,鴻準,TW0002354008,10/8/1996,上市,其他電子業,ESVUFR,
2355,敬鵬,TW0002355005,10/14/1996,上市,電子零組件業,ESVUFR,
2356,英業達,TW0002356003,11/13/1996,上市,電腦及週邊設備業,ESVUFR,
2357,華碩,TW0002357001,11/14/1996,上市,電腦及週邊設備業,ESVUFR,
2358,廷鑫,TW0002358009,12/18/1996,上市,其他業,ESVUFR,
2359,所羅門,TW0002359007,12/19/1996,上市,其他電子業,ESVUFR,
2360,致茂,TW0002360005,12/21/1996,上市,其他電子業,ESVUFR,
2362,藍天,TW0002362001,4/2/1997,上市,電腦及週邊設備業,ESVUFR,
2363,矽統,TW0002363009,8/1/1997,上市,半導體業,ESVUFR,
2364,倫飛,TW0002364007,8/11/1997,上市,電腦及週邊設備業,ESVUFR,
2365,昆盈,TW0002365004,11/3/1997,上市,電腦及週邊設備業,ESVUFR,
2367,燿華,TW0002367000,12/13/1997,上市,電子零組件業,ESVUFR,
2368,金像電,TW0002368008,3/9/1998,上市,電子零組件業,ESVUFR,
2369,菱生,TW0002369006,4/10/1998,上市,半導體業,ESVUFR,
2371,大同,TW0002371002,2/9/1962,上市,電機機械,ESVUFR,
2373,震旦行,TW0002373008,8/1/1991,上市,其他電子業,ESVUFR,
2374,佳能,TW0002374006,1/16/1995,上市,光電業,ESVUFR,
2375,凱美,TW0002375003,8/29/1998,上市,電子零組件業,ESVUFR,
2376,技嘉,TW0002376001,9/24/1998,上市,電腦及週邊設備業,ESVUFR,
2377,微星,TW0002377009,10/31/1998,上市,電腦及週邊設備業,ESVUFR,
2379,瑞昱,TW0002379005,10/26/1998,上市,半導體業,ESVUFR,
2380,虹光,TW0002380003,12/3/1998,上市,電腦及週邊設備業,ESVUFR,
2382,廣達,TW0002382009,1/8/1999,上市,電腦及週邊設備業,ESVUFR,
2383,台光電,TW0002383007,11/27/1998,上市,電子零組件業,ESVUFR,
2385,群光,TW0002385002,1/5/1999,上市,電子零組件業,ESVUFR,
2387,精元,TW0002387008,1/25/1999,上市,電腦及週邊設備業,ESVUFR,
2388,威盛,TW0002388006,3/5/1999,上市,半導體業,ESVUFR,
2390,云辰,TW0002390002,6/15/1999,上市,其他電子業,ESVUFR,
2392,正崴,TW0002392008,9/20/1999,上市,電子零組件業,ESVUFR,
2393,億光,TW0002393006,11/4/1999,上市,光電業,ESVUFR,
2395,研華,TW0002395001,12/13/1999,上市,電腦及週邊設備業,ESVUFR,
2397,友通,TW0002397007,1/15/2000,上市,電腦及週邊設備業,ESVUFR,
2399,映泰,TW0002399003,12/16/1999,上市,電腦及週邊設備業,ESVUFR,
2401,凌陽,TW0002401007,1/27/2000,上市,半導體業,ESVUFR,
2402,毅嘉,TW0002402005,1/14/2000,上市,電子零組件業,ESVUFR,
2404,漢唐,TW0002404001,3/14/2000,上市,其他電子業,ESVUFR,
2405,浩鑫,TW0002405008,3/17/2000,上市,電腦及週邊設備業,ESVUFR,
2406,國碩,TW0002406006,4/29/2000,上市,光電業,ESVUFR,
2408,南亞科,TW0002408002,8/17/2000,上市,半導體業,ESVUFR,
2409,友達,TW0002409000,9/8/2000,上市,光電業,ESVUFR,
2412,中華電,TW0002412004,10/27/2000,上市,通信網路業,ESVUFR,
2413,環科,TW0002413002,9/11/2000,上市,電子零組件業,ESVUFR,
2414,精技,TW0002414000,9/11/2000,上市,電子通路業,ESVUFR,
2415,錩新,TW0002415007,9/11/2000,上市,電子零組件業,ESVUFR,
2417,圓剛,TW0002417003,9/11/2000,上市,電腦及週邊設備業,ESVUFR,
2419,仲琦,TW0002419009,9/11/2000,上市,通信網路業,ESVUFR,
2420,新巨,TW0002420007,9/11/2000,上市,電子零組件業,ESVUFR,
2421,建準,TW0002421005,9/11/2000,上市,電子零組件業,ESVUFR,
2423,固緯,TW0002423001,9/11/2000,上市,其他電子業,ESVUFR,
2424,隴華,TW0002424009,9/11/2000,上市,電腦及週邊設備業,ESVUFR,
2425,承啟,TW0002425006,9/11/2000,上市,電腦及週邊設備業,ESVUFR,
2426,鼎元,TW0002426004,9/11/2000,上市,光電業,ESVUFR,
2427,三商電,TW0002427002,9/11/2000,上市,資訊服務業,ESVUFR,
2428,興勤,TW0002428000,9/11/2000,上市,電子零組件業,ESVUFR,
2429,銘旺科,TW0002429008,9/11/2000,上市,電子零組件業,ESVUFR,
2430,燦坤,TW0002430006,9/11/2000,上市,電子通路業,ESVUFR,
2431,聯昌,TW0002431004,9/11/2000,上市,電子零組件業,ESVUFR,
2433,互盛電,TW0002433000,9/11/2000,上市,其他電子業,ESVUFR,
2434,統懋,TW0002434008,9/11/2000,上市,半導體業,ESVUFR,
2436,偉詮電,TW0002436003,9/11/2000,上市,半導體業,ESVUFR,
2438,翔耀,TW0002438009,9/11/2000,上市,光電業,ESVUFR,
2439,美律,TW0002439007,9/11/2000,上市,通信網路業,ESVUFR,
2440,太空梭,TW0002440005,11/10/2000,上市,電子零組件業,ESVUFR,
2441,超豐,TW0002441003,10/26/2000,上市,半導體業,ESVUFR,
2442,新美齊,TW0002442001,11/22/2000,上市,電腦及週邊設備業,ESVUFR,
2443,億麗,TW0002443009,1/3/2001,上市,其他業,ESVUFR,
2444,兆勁,TW0002444007,12/8/2000,上市,通信網路業,ESVUFR,
2448,晶電,TW0002448008,5/25/2001,上市,光電業,ESVUFR,
2449,京元電子,TW0002449006,5/9/2001,上市,半導體業,ESVUFR,
2450,神腦,TW0002450004,5/24/2001,上市,通信網路業,ESVUFR,
2451,創見,TW0002451002,5/3/2001,上市,半導體業,ESVUFR,
2453,凌群,TW0002453008,5/22/2001,上市,資訊服務業,ESVUFR,
