有價證券代號及名稱,國際證券辨識號碼(ISIN,Code),上市日,市場別,產業別,CFICode,
55085,大毅國票97購01,TW20Z0550851,1/8/2020,上市,RWSCCA,,
55086,華邦電亞東98購01,TW20Z0550869,1/8/2020,上市,RWSCCA,,
55087,瑞昱亞東97購01,TW20Z0550877,1/8/2020,上市,RWSCCA,,
55088,聯詠亞東97購01,TW20Z0550885,1/8/2020,上市,RWSCCA,,
55089,金寶群益98購01,TW20Z0550893,1/8/2020,上市,RWSCCA,,
05508P,華通統一97售01,TW19Z05508P1,12/2/2019,上市,RWSCPE,,
55090,國巨群益97購03,TW20Z0550901,1/8/2020,上市,RWSCCA,,
55091,微星群益97購01,TW20Z0550919,1/8/2020,上市,RWSCCA,,
55092,開發金群益9B購01,TW20Z0550927,1/8/2020,上市,RWSCCA,,
55093,京鼎群益98購01,TW20Z0550935,1/8/2020,上市,RWSCCA,,
55094,智易群益98購01,TW20Z0550943,1/8/2020,上市,RWSCCA,,
55095,啟碁群益98購01,TW20Z0550950,1/8/2020,上市,RWSCCA,,
55096,緯穎群益97購01,TW20Z0550968,1/8/2020,上市,RWSCCA,,
55097,福懋科群益97購01,TW20Z0550976,1/8/2020,上市,RWSCCA,,
55098,臺股指群益97購01,TW20Z0550984,1/8/2020,上市,RWICCE,,
55099,可成日盛97購01,TW20Z0550992,1/8/2020,上市,RWSCCA,,
05509P,智邦元富96售02,TW19Z05509P9,12/2/2019,上市,RWSCPE,,
55100,得力凱基97購01,TW20Z0551008,1/8/2020,上市,RWSCCA,,
55101,台肥凱基97購01,TW20Z0551016,1/8/2020,上市,RWSCCA,,
55102,上銀凱基98購01,TW20Z0551024,1/8/2020,上市,RWSCCA,,
55103,南港凱基97購01,TW20Z0551032,1/8/2020,上市,RWSCCA,,
55104,台達電凱基98購01,TW20Z0551040,1/8/2020,上市,RWSCCA,,
55105,鴻海凱基98購05,TW20Z0551057,1/8/2020,上市,RWSCCA,,
55106,台積電凱基98購05,TW20Z0551065,1/8/2020,上市,RWSCCA,,
55107,旺宏凱基98購04,TW20Z0551073,1/8/2020,上市,RWSCCA,,
55108,智邦凱基98購01,TW20Z0551081,1/8/2020,上市,RWSCCA,,
55109,正崴凱基98購01,TW20Z0551099,1/8/2020,上市,RWSCCA,,
05510P,燿華元富96售01,TW19Z05510P7,12/2/2019,上市,RWSCPE,,
55110,美律凱基98購02,TW20Z0551107,1/8/2020,上市,RWSCCA,,
55111,宏盛凱基97購01,TW20Z0551115,1/8/2020,上市,RWSCCA,,
55112,晶豪科凱基98購01,TW20Z0551123,1/8/2020,上市,RWSCCA,,
55113,大立光凱基98購06,TW20Z0551131,1/8/2020,上市,RWSCCA,,
55114,新日興凱基98購01,TW20Z0551149,1/8/2020,上市,RWSCCA,,
55115,日月光凱基98購01,TW20Z0551156,1/8/2020,上市,RWSCCA,,
55116,康控凱基98購01,TW20Z0551164,1/8/2020,上市,RWSCCA,,
55117,臻鼎凱基98購02,TW20Z0551172,1/8/2020,上市,RWSCCA,,
55118,嘉聯益凱基98購02,TW20Z0551180,1/8/2020,上市,RWSCCA,,
55119,力成凱基98購01,TW20Z0551198,1/8/2020,上市,RWSCCA,,
05511P,T50反1台新06售01,TW19Z05511P5,12/2/2019,上市,RWBCPE,,
55120,南港兆豐97購01,TW20Z0551206,1/8/2020,上市,RWSCCA,,
55121,鴻海兆豐97購03,TW20Z0551214,1/8/2020,上市,RWSCCA,,
55122,國巨兆豐98購01,TW20Z0551222,1/8/2020,上市,RWSCCA,,
55123,億光兆豐97購01,TW20Z0551230,1/8/2020,上市,RWSCCA,,
55124,建準兆豐97購01,TW20Z0551248,1/8/2020,上市,RWSCCA,,
55125,智原兆豐97購01,TW20Z0551255,1/8/2020,上市,RWSCCA,,
55126,嘉澤兆豐97購01,TW20Z0551263,1/8/2020,上市,RWSCCA,,
55127,台虹兆豐97購01,TW20Z0551271,1/8/2020,上市,RWSCCA,,
55128,致新兆豐97購01,TW20Z0551289,1/8/2020,上市,RWSCCA,,
55129,鈺齊兆豐97購01,TW20Z0551297,1/8/2020,上市,RWSCCA,,
05512P,華新科台新97售01,TW19Z05512P3,12/2/2019,上市,RWSCPE,,
55130,京鼎康和97購01,TW20Z0551305,1/8/2020,上市,RWSCCA,,
55131,茂林康和97購01,TW20Z0551313,1/8/2020,上市,RWSCCA,,
55132,台虹康和97購01,TW20Z0551321,1/8/2020,上市,RWSCCA,,
55133,致新康和97購01,TW20Z0551339,1/8/2020,上市,RWSCCA,,
55134,元油反國泰99購01,TW20Z0551347,1/8/2020,上市,RWBCCA,,
55135,聯發科富邦99購05,TW20Z0551354,1/8/2020,上市,RWSCCA,,
55136,聯發科富邦99購06,TW20Z0551362,1/8/2020,上市,RWSCCA,,
55137,GIS富邦98購01,TW20Z0551370,1/8/2020,上市,RWSCCA,,
55138,大毅永豐97購02,TW20Z0551388,1/8/2020,上市,RWSCCA,,
55139,欣興永豐97購01,TW20Z0551396,1/8/2020,上市,RWSCCA,,
05513P,玉山金台新96售01,TW19Z05513P1,12/2/2019,上市,RWSCPE,,
55140,晶相光永豐97購01,TW20Z0551404,1/8/2020,上市,RWSCCA,,
55141,牧德永豐98購02,TW20Z0551412,1/8/2020,上市,RWSCCA,,
55142,健策永豐98購01,TW20Z0551420,1/8/2020,上市,RWSCCA,,
55143,臻鼎永豐97購01,TW20Z0551438,1/8/2020,上市,RWSCCA,,
55144,T50反1元大97購03,TW20Z0551446,1/8/2020,上市,RWBCCA,,
55145,T50反1元大97購04,TW20Z0551453,1/8/2020,上市,RWBCCA,,
55146,華通元大98購04,TW20Z0551461,1/8/2020,上市,RWSCCA,,
55147,鴻海元大97購11,TW20Z0551479,1/8/2020,上市,RWSCCA,,
55148,鴻海元大98購02,TW20Z0551487,1/8/2020,上市,RWSCCA,,
55149,國巨元大97購06,TW20Z0551495,1/8/2020,上市,RWSCCA,,
05514P,康舒永豐96售01,TW19Z05514P9,12/2/2019,上市,RWSCPE,,
55150,台積電元大98購04,TW20Z0551503,1/8/2020,上市,RWSCCA,,
55151,台積電元大98購05,TW20Z0551511,1/8/2020,上市,RWSCCA,,
55152,旺宏元大98購04,TW20Z0551529,1/8/2020,上市,RWSCCA,,
55153,台光電元大98購02,TW20Z0551537,1/8/2020,上市,RWSCCA,,
55154,聯發科元大98購01,TW20Z0551545,1/8/2020,上市,RWSCCA,,
55155,奇力新元大99購01,TW20Z0551552,1/8/2020,上市,RWSCCA,,
55156,華新科元大99購02,TW20Z0551560,1/8/2020,上市,RWSCCA,,
55157,晶豪科元大97購01,TW20Z0551578,1/8/2020,上市,RWSCCA,,
55158,亞光元大99購01,TW20Z0551586,1/8/2020,上市,RWSCCA,,
55159,玉晶光元大98購05,TW20Z0551594,1/8/2020,上市,RWSCCA,,
05515P,台積電群益96售03,TW19Z05515P6,12/2/2019,上市,RWSCPE,,
55160,玉晶光元大99購03,TW20Z0551602,1/8/2020,上市,RWSCCA,,
55161,貿聯元大98購03,TW20Z0551610,1/8/2020,上市,RWSCCA,,
55162,新唐元大97購01,TW20Z0551628,1/8/2020,上市,RWSCCA,,
55163,訊芯元大98購01,TW20Z0551636,1/8/2020,上市,RWSCCA,,
55164,矽創元大98購01,TW20Z0551644,1/8/2020,上市,RWSCCA,,
55165,元油反統一98購01,TW20Z0551651,1/8/2020,上市,RWBCCA,,
55166,台積電統一97購05,TW20Z0551669,1/8/2020,上市,RWSCCA,,
55167,友訊統一97購01,TW20Z0551677,1/8/2020,上市,RWSCCA,,
55168,光罩統一98購01,TW20Z0551685,1/8/2020,上市,RWSCCA,,
55169,光罩統一99購01,TW20Z0551693,1/8/2020,上市,RWSCCA,,
05516P,台積電元大96售12,TW19Z05516P4,12/2/2019,上市,RWSCPE,,
55170,光磊統一97購01,TW20Z0551701,1/8/2020,上市,RWSCCA,,
55171,凱美統一97購01,TW20Z0551719,1/8/2020,上市,RWSCCA,,
55172,凱美統一97購02,TW20Z0551727,1/8/2020,上市,RWSCCA,,
55173,瑞昱統一97購01,TW20Z0551735,1/8/2020,上市,RWSCCA,,
55174,精元統一97購01,TW20Z0551743,1/8/2020,上市,RWSCCA,,
55175,建準統一97購01,TW20Z0551750,1/8/2020,上市,RWSCCA,,
55176,大毅統一98購02,TW20Z0551768,1/8/2020,上市,RWSCCA,,
55177,宏達電統一99購01,TW20Z0551776,1/8/2020,上市,RWSCCA,,
55178,晶豪科統一97購01,TW20Z0551784,1/8/2020,上市,RWSCCA,,
55179,大立光統一97購04,TW20Z0551792,1/8/2020,上市,RWSCCA,,
05517P,臻鼎元大96售01,TW19Z05517P2,12/2/2019,上市,RWSCPE,,
55180,文曄統一97購01,TW20Z0551800,1/8/2020,上市,RWSCCA,,
55181,日電貿統一97購01,TW20Z0551818,1/8/2020,上市,RWSCCA,,
55182,京鼎統一98購01,TW20Z0551826,1/8/2020,上市,RWSCCA,,
55183,聯鈞統一97購01,TW20Z0551834,1/8/2020,上市,RWSCCA,,
55184,群創統一98購02,TW20Z0551842,1/8/2020,上市,RWSCCA,,
55185,晶相光統一97購01,TW20Z0551859,1/8/2020,上市,RWSCCA,,
55186,正文統一97購01,TW20Z0551867,1/8/2020,上市,RWSCCA,,
55187,彩晶統一98購01,TW20Z0551875,1/8/2020,上市,RWSCCA,,
55188,亞翔統一97購01,TW20Z0551883,1/8/2020,上市,RWSCCA,,
55189,台虹統一97購01,TW20Z0551891,1/8/2020,上市,RWSCCA,,
05518P,T50反1凱基98售03,TW19Z05518P0,12/3/2019,上市,RWBCPE,,
55190,華新科元富97購01,TW20Z0551909,1/8/2020,上市,RWSCCA,,
55191,牧德元富97購01,TW20Z0551917,1/8/2020,上市,RWSCCA,,
55192,世芯元富97購01,TW20Z0551925,1/8/2020,上市,RWSCCA,,
55193,世芯元富97購02,TW20Z0551933,1/8/2020,上市,RWSCCA,,
55194,昇陽半元富97購01,TW20Z0551941,1/8/2020,上市,RWSCCA,,
55195,昇陽半元富97購02,TW20Z0551958,1/8/2020,上市,RWSCCA,,
55196,致新元富97購01,TW20Z0551966,1/8/2020,上市,RWSCCA,,
55197,致新元富97購02,TW20Z0551974,1/8/2020,上市,RWSCCA,,
55198,奇力新第一97購01,TW20Z0551982,1/9/2020,上市,RWSCCA,,
55199,國喬群益97購01,TW20Z0551990,1/9/2020,上市,RWSCCA,,
05519P,上証2X凱基98售01,TW19Z05519P8,12/3/2019,上市,RWBCPE,,
55200,和大群益98購01,TW20Z0552006,1/9/2020,上市,RWSCCA,,
55201,興勤群益98購01,TW20Z0552014,1/9/2020,上市,RWSCCA,,
55202,神達群益97購01,TW20Z0552022,1/9/2020,上市,RWSCCA,,
55203,建準中信97購01,TW20Z0552030,1/9/2020,上市,RWSCCE,,
55204,宏達電中信99購01,TW20Z0552048,1/9/2020,上市,RWSCCE,,
55205,京鼎中信99購01,TW20Z0552055,1/9/2020,上市,RWSCCE,,
55206,台虹中信97購01,TW20Z0552063,1/9/2020,上市,RWSCCE,,
55207,致新中信99購01,TW20Z0552071,1/9/2020,上市,RWSCCE,,
55208,京鼎康和97購02,TW20Z0552089,1/9/2020,上市,RWSCCA,,
55209,勤誠康和97購01,TW20Z0552097,1/9/2020,上市,RWSCCA,,
05520P,聯詠凱基96售01,TW19Z05520P6,12/3/2019,上市,RWSCPE,,
55210,S&P正2凱基97購01,TW20Z0552105,1/9/2020,上市,RWBCCA,,
55211,A50反1凱基9A購01,TW20Z0552113,1/9/2020,上市,RWBCCA,,
55212,和大凱基97購02,TW20Z0552121,1/9/2020,上市,RWSCCA,,
55213,大成鋼凱基98購01,TW20Z0552139,1/9/2020,上市,RWSCCA,,
55214,聯電凱基97購02,TW20Z0552147,1/9/2020,上市,RWSCCA,,
55215,智邦凱基98購02,TW20Z0552154,1/9/2020,上市,RWSCCA,,
55216,友達凱基98購05,TW20Z0552162,1/9/2020,上市,RWSCCA,,
55217,緯創凱基97購02,TW20Z0552170,1/9/2020,上市,RWSCCA,,
55218,彩晶凱基99購01,TW20Z0552188,1/9/2020,上市,RWSCCA,,
55219,啟碁凱基98購01,TW20Z0552196,1/9/2020,上市,RWSCCA,,
05521P,創意永豐96售01,TW19Z05521P4,12/3/2019,上市,RWSCPE,,
55220,緯穎凱基98購02,TW20Z0552204,1/9/2020,上市,RWSCCA,,
55221,矽創凱基97購02,TW20Z0552212,1/9/2020,上市,RWSCCA,,
55222,臺股指凱基97購05,TW20Z0552220,1/9/2020,上市,RWICCE,,
55223,和大國票98購01,TW20Z0552238,1/9/2020,上市,RWSCCA,,
55224,鴻海國票99購02,TW20Z0552246,1/9/2020,上市,RWSCCA,,
55225,華邦電國票99購01,TW20Z0552253,1/9/2020,上市,RWSCCA,,
55226,聯發科國票97購05,TW20Z0552261,1/9/2020,上市,RWSCCA,,
55227,聯發科國票98購02,TW20Z0552279,1/9/2020,上市,RWSCCA,,
55228,聯發科國票98購03,TW20Z0552287,1/9/2020,上市,RWSCCA,,
55229,大毅國票97購02,TW20Z0552295,1/9/2020,上市,RWSCCA,,
05522P,友達元富96售02,TW19Z05522P2,12/3/2019,上市,RWSCPE,,
55230,大毅國票98購01,TW20Z0552303,1/9/2020,上市,RWSCCA,,
55231,大毅國票98購02,TW20Z0552311,1/9/2020,上市,RWSCCA,,
55232,泰碩國票98購01,TW20Z0552329,1/9/2020,上市,RWSCCA,,
55233,康友國票98購01,TW20Z0552337,1/9/2020,上市,RWSCCA,,
55234,昇陽半國票98購02,TW20Z0552345,1/9/2020,上市,RWSCCA,,
55235,金寶台新98購01,TW20Z0552352,1/9/2020,上市,RWSCCE,,
55236,建準台新98購01,TW20Z0552360,1/9/2020,上市,RWSCCE,,
55237,晶豪科台新97購01,TW20Z0552378,1/9/2020,上市,RWSCCE,,
55238,茂林台新97購01,TW20Z0552386,1/9/2020,上市,RWSCCE,,
55239,帆宣台新97購01,TW20Z0552394,1/9/2020,上市,RWSCCE,,
05523P,聯發科國票96售04,TW19Z05523P0,12/3/2019,上市,RWSCPE,,
55240,京元電元富97購01,TW20Z0552402,1/9/2020,上市,RWSCCA,,
55241,T50反1統一99購01,TW20Z0552410,1/9/2020,上市,RWBCCA,,
55242,道瓊銀統一98購01,TW20Z0552428,1/9/2020,上市,RWBCCA,,
55243,國巨統一97購04,TW20Z0552436,1/9/2020,上市,RWSCCA,,
55244,國巨統一98購01,TW20Z0552444,1/9/2020,上市,RWSCCA,,
55245,凱美統一99購01,TW20Z0552451,1/9/2020,上市,RWSCCA,,
55246,美律統一98購01,TW20Z0552469,1/9/2020,上市,RWSCCA,,
55247,聯發科統一98購01,TW20Z0552477,1/9/2020,上市,RWSCCA,,
55248,可成統一97購02,TW20Z0552485,1/9/2020,上市,RWSCCA,,
55249,大毅統一99購01,TW20Z0552493,1/9/2020,上市,RWSCCA,,
05524P,瀚宇博國票97售02,TW19Z05524P8,12/3/2019,上市,RWSCPE,,
55250,華新科統一97購02,TW20Z0552501,1/9/2020,上市,RWSCCA,,
55251,華新科統一99購01,TW20Z0552519,1/9/2020,上市,RWSCCA,,
55252,新光金統一98購02,TW20Z0552527,1/9/2020,上市,RWSCCA,,
55253,大立光統一97購06,TW20Z0552535,1/9/2020,上市,RWSCCA,,
55254,聯詠統一97購03,TW20Z0552543,1/9/2020,上市,RWSCCA,,
55255,欣興統一97購02,TW20Z0552550,1/9/2020,上市,RWSCCA,,
55256,日電貿統一99購01,TW20Z0552568,1/9/2020,上市,RWSCCA,,
55257,景碩統一97購01,TW20Z0552576,1/9/2020,上市,RWSCCA,,
55258,玉晶光統一97購03,TW20Z0552584,1/9/2020,上市,RWSCCA,,
55259,玉晶光統一9A購01,TW20Z0552592,1/9/2020,上市,RWSCCA,,
05525P,奇力新群益96售02,TW19Z05525P5,12/3/2019,上市,RWSCPE,,
55260,晶相光統一98購01,TW20Z0552600,1/9/2020,上市,RWSCCA,,
55261,帆宣統一98購01,TW20Z0552618,1/9/2020,上市,RWSCCA,,
55262,台虹國泰98購01,TW20Z0552626,1/9/2020,上市,RWSCCA,,
55263,華新科富邦9A購01,TW20Z0552634,1/9/2020,上市,RWSCCA,,
55264,國巨永豐98購01,TW20Z0552642,1/9/2020,上市,RWSCCA,,
55265,玉晶光永豐98購03,TW20Z0552659,1/9/2020,上市,RWSCCA,,
55266,京鼎永豐97購01,TW20Z0552667,1/9/2020,上市,RWSCCA,,
55267,百和永豐97購01,TW20Z0552675,1/9/2020,上市,RWSCCA,,
55268,和大元大97購01,TW20Z0552683,1/9/2020,上市,RWSCCA,,
55269,和大元大97購02,TW20Z0552691,1/9/2020,上市,RWSCCA,,
05526P,茂林群益96售03,TW19Z05526P3,12/3/2019,上市,RWSCPE,,
55270,上銀元大97購03,TW20Z0552709,1/9/2020,上市,RWSCCA,,
55271,鴻海元大98購03,TW20Z0552717,1/9/2020,上市,RWSCCA,,
55272,國巨元大98購04,TW20Z0552725,1/9/2020,上市,RWSCCA,,
55273,華泰元大97購01,TW20Z0552733,1/9/2020,上市,RWSCCA,,
55274,華泰元大97購02,TW20Z0552741,1/9/2020,上市,RWSCCA,,
55275,台積電元大97購19,TW20Z0552758,1/9/2020,上市,RWSCCA,,
55276,台積電元大97購20,TW20Z0552766,1/9/2020,上市,RWSCCA,,
55277,旺宏元大97購04,TW20Z0552774,1/9/2020,上市,RWSCCA,,
55278,旺宏元大98購05,TW20Z0552782,1/9/2020,上市,RWSCCA,,
55279,華邦電元大97購02,TW20Z0552790,1/9/2020,上市,RWSCCA,,
05527P,聯茂群益96售01,TW19Z05527P1,12/3/2019,上市,RWSCPE,,
55280,智邦元大97購01,TW20Z0552808,1/9/2020,上市,RWSCCA,,
55281,台光電元大98購03,TW20Z0552816,1/9/2020,上市,RWSCCA,,
55282,聯發科元大97購15,TW20Z0552824,1/9/2020,上市,RWSCCA,,
55283,聯發科元大97購16,TW20Z0552832,1/9/2020,上市,RWSCCA,,
55284,全新元大99購01,TW20Z0552840,1/9/2020,上市,RWSCCA,,
55285,華新科元大99購03,TW20Z0552857,1/9/2020,上市,RWSCCA,,
55286,晶技元大98購03,TW20Z0552865,1/9/2020,上市,RWSCCA,,
55287,日電貿元大97購01,TW20Z0552873,1/9/2020,上市,RWSCCA,,
55288,日電貿元大97購02,TW20Z0552881,1/9/2020,上市,RWSCCA,,
55289,泰碩元大98購01,TW20Z0552899,1/9/2020,上市,RWSCCA,,
05528P,臺股指群益96售01,TW19Z05528P9,12/3/2019,上市,RWICPE,,
55290,玉晶光元大98購08,TW20Z0552907,1/9/2020,上市,RWSCCA,,
55291,京鼎元大97購02,TW20Z0552915,1/9/2020,上市,RWSCCA,,
55292,聯鈞元大97購02,TW20Z0552923,1/9/2020,上市,RWSCCA,,
55293,晶相光元大97購01,TW20Z0552931,1/9/2020,上市,RWSCCA,,
55294,智易元大98購01,TW20Z0552949,1/9/2020,上市,RWSCCA,,
55295,瀚宇博元大97購02,TW20Z0552956,1/9/2020,上市,RWSCCA,,
55296,康舒元大97購02,TW20Z0552964,1/9/2020,上市,RWSCCA,,
55297,啟碁元大97購01,TW20Z0552972,1/9/2020,上市,RWSCCA,,
55298,啟碁元大97購02,TW20Z0552980,1/9/2020,上市,RWSCCA,,
55299,康友元大97購02,TW20Z0552998,1/9/2020,上市,RWSCCA,,
05529P,臺股指群益96售02,TW19Z05529P7,12/3/2019,上市,RWICPE,,
55300,緯穎元大98購01,TW20Z0553004,1/9/2020,上市,RWSCCA,,
55301,台虹元大97購01,TW20Z0553012,1/9/2020,上市,RWSCCA,,
55302,達方元大97購01,TW20Z0553020,1/9/2020,上市,RWSCCA,,
55303,鈺齊元大97購01,TW20Z0553038,1/9/2020,上市,RWSCCA,,
55304,瑞昱第一98購01,TW20Z0553046,1/10/2020,上市,RWSCCA,,
55305,旺宏群益99購01,TW20Z0553053,1/10/2020,上市,RWSCCA,,
55306,燿華群益97購01,TW20Z0553061,1/10/2020,上市,RWSCCA,,
55307,瑞昱群益97購02,TW20Z0553079,1/10/2020,上市,RWSCCA,,
55308,聯發科群益97購04,TW20Z0553087,1/10/2020,上市,RWSCCA,,
55309,冠德群益97購01,TW20Z0553095,1/10/2020,上市,RWSCCA,,
05530P,臺股指群益96售03,TW19Z05530P5,12/3/2019,上市,RWICPE,,
55310,聯詠群益97購02,TW20Z0553103,1/10/2020,上市,RWSCCA,,
55311,健策群益98購02,TW20Z0553111,1/10/2020,上市,RWSCCA,,
55312,台虹群益99購01,TW20Z0553129,1/10/2020,上市,RWSCCA,,
55313,南電群益97購01,TW20Z0553137,1/10/2020,上市,RWSCCA,,
55314,華邦電中信99購01,TW20Z0553145,1/10/2020,上市,RWSCCE,,
55315,晶技麥證97購01,TW20Z0553152,1/10/2020,上市,RWSCCE,,
55316,上銀國票98購01,TW20Z0553160,1/10/2020,上市,RWSCCA,,
55317,金寶國票98購01,TW20Z0553178,1/10/2020,上市,RWSCCA,,
55318,華通國票98購01,TW20Z0553186,1/10/2020,上市,RWSCCA,,
55319,國巨國票98購03,TW20Z0553194,1/10/2020,上市,RWSCCA,,
05531P,臺股指群益96售04,TW19Z05531P3,12/3/2019,上市,RWICPE,,
55320,建準國票98購01,TW20Z0553202,1/10/2020,上市,RWSCCA,,
55321,大立光國票98購02,TW20Z0553210,1/10/2020,上市,RWSCCA,,
55322,欣興國票97購06,TW20Z0553228,1/10/2020,上市,RWSCCA,,
55323,貿聯國票98購01,TW20Z0553236,1/10/2020,上市,RWSCCA,,
55324,TPK國票98購03,TW20Z0553244,1/10/2020,上市,RWSCCA,,
55325,佐登國票98購01,TW20Z0553251,1/10/2020,上市,RWSCCA,,
55326,緯穎國票97購06,TW20Z0553269,1/10/2020,上市,RWSCCA,,
55327,致新國票98購01,TW20Z0553277,1/10/2020,上市,RWSCCA,,
55328,鈺齊國票98購01,TW20Z0553285,1/10/2020,上市,RWSCCA,,
55329,百和國票98購01,TW20Z0553293,1/10/2020,上市,RWSCCA,,
05532P,臺股指群益96售05,TW19Z05532P1,12/3/2019,上市,RWICPE,,
55330,上銀兆豐98購02,TW20Z0553301,1/10/2020,上市,RWSCCA,,
55331,國巨兆豐99購01,TW20Z0553319,1/10/2020,上市,RWSCCA,,
55332,奇力新兆豐98購01,TW20Z0553327,1/10/2020,上市,RWSCCA,,
55333,晶豪科兆豐97購01,TW20Z0553335,1/10/2020,上市,RWSCCA,,
55334,禾伸堂兆豐97購01,TW20Z0553343,1/10/2020,上市,RWSCCA,,
55335,健策兆豐98購01,TW20Z0553350,1/10/2020,上市,RWSCCA,,
55336,茂林兆豐98購01,TW20Z0553368,1/10/2020,上市,RWSCCA,,
55337,超眾兆豐98購01,TW20Z0553376,1/10/2020,上市,RWSCCA,,
55338,GIS兆豐97購01,TW20Z0553384,1/10/2020,上市,RWSCCA,,
55339,緯穎兆豐98購01,TW20Z0553392,1/10/2020,上市,RWSCCA,,
05533P,滬深2X富邦97售01,TW19Z05533P9,12/3/2019,上市,RWBCPE,,
55340,華新科日盛97購01,TW20Z0553400,1/10/2020,上市,RWSCCA,,
55341,台達電凱基97購02,TW20Z0553418,1/10/2020,上市,RWSCCA,,
55342,鴻海凱基97購04,TW20Z0553426,1/10/2020,上市,RWSCCA,,
55343,國巨凱基97購03,TW20Z0553434,1/10/2020,上市,RWSCCA,,
55344,國巨凱基97購04,TW20Z0553442,1/10/2020,上市,RWSCCA,,
55345,國巨凱基98購01,TW20Z0553459,1/10/2020,上市,RWSCCA,,
55346,國巨凱基98購02,TW20Z0553467,1/10/2020,上市,RWSCCA,,
55347,台積電凱基97購10,TW20Z0553475,1/10/2020,上市,RWSCCA,,
55348,旺宏凱基97購01,TW20Z0553483,1/10/2020,上市,RWSCCA,,
55349,京元電凱基97購02,TW20Z0553491,1/10/2020,上市,RWSCCA,,
05534P,元油反元大96售06,TW19Z05534P7,12/3/2019,上市,RWBCPE,,
55350,聯發科凱基97購02,TW20Z0553509,1/10/2020,上市,RWSCCA,,
55351,聯發科凱基97購03,TW20Z0553517,1/10/2020,上市,RWSCCA,,
55352,奇力新凱基97購01,TW20Z0553525,1/10/2020,上市,RWSCCA,,
55353,華新科凱基98購03,TW20Z0553533,1/10/2020,上市,RWSCCA,,
55354,宏達電凱基98購01,TW20Z0553541,1/10/2020,上市,RWSCCA,,
55355,大立光凱基97購05,TW20Z0553558,1/10/2020,上市,RWSCCA,,
55356,大立光凱基97購06,TW20Z0553566,1/10/2020,上市,RWSCCA,,
55357,欣興凱基97購04,TW20Z0553574,1/10/2020,上市,RWSCCA,,
55358,臻鼎凱基97購01,TW20Z0553582,1/10/2020,上市,RWSCCA,,
55359,超眾凱基97購01,TW20Z0553590,1/10/2020,上市,RWSCCA,,
05535P,台積電元大97售06,TW19Z05535P4,12/3/2019,上市,RWSCPE,,
55360,台表科凱基97購02,TW20Z0553608,1/10/2020,上市,RWSCCA,,
55361,樺漢凱基97購01,TW20Z0553616,1/10/2020,上市,RWSCCA,,
55362,GIS凱基97購03,TW20Z0553624,1/10/2020,上市,RWSCCA,,
55363,緯穎凱基98購03,TW20Z0553632,1/10/2020,上市,RWSCCA,,
55364,矽創凱基97購03,TW20Z0553640,1/10/2020,上市,RWSCCA,,
55365,華通元大97購03,TW20Z0553657,1/10/2020,上市,RWSCCA,,
55366,國巨元大98購05,TW20Z0553665,1/10/2020,上市,RWSCCA,,
55367,台積電元大97購23,TW20Z0553673,1/10/2020,上市,RWSCCA,,
55368,台積電元大97購24,TW20Z0553681,1/10/2020,上市,RWSCCA,,
55369,友訊元大97購01,TW20Z0553699,1/10/2020,上市,RWSCCA,,
05536P,奇力新元大96售03,TW19Z05536P2,12/3/2019,上市,RWSCPE,,
55370,旺宏元大97購05,TW20Z0553707,1/10/2020,上市,RWSCCA,,
55371,正崴元大97購02,TW20Z0553715,1/10/2020,上市,RWSCCA,,
55372,宏達電元大97購04,TW20Z0553723,1/10/2020,上市,RWSCCA,,
55373,聯詠元大97購03,TW20Z0553731,1/10/2020,上市,RWSCCA,,
55374,明泰元大97購01,TW20Z0553749,1/10/2020,上市,RWSCCA,,
55375,京鼎元大97購03,TW20Z0553756,1/10/2020,上市,RWSCCA,,
55376,群創元大01購01,TW20Z0553764,1/10/2020,上市,RWSCCA,,
55377,揚明光元大98購01,TW20Z0553772,1/10/2020,上市,RWSCCA,,
55378,晶相光元大97購02,TW20Z0553780,1/10/2020,上市,RWSCCA,,
55379,牧德元大97購03,TW20Z0553798,1/10/2020,上市,RWSCCA,,
05537P,群創中信98售01,TW19Z05537P0,12/4/2019,上市,RWSCPE,,
55380,智易元大98購02,TW20Z0553806,1/10/2020,上市,RWSCCA,,
55381,茂林元大97購02,TW20Z0553814,1/10/2020,上市,RWSCCA,,
55382,台郡元大99購01,TW20Z0553822,1/10/2020,上市,RWSCCA,,
55383,GIS元大97購02,TW20Z0553830,1/10/2020,上市,RWSCCA,,
55384,緯穎元大98購02,TW20Z0553848,1/10/2020,上市,RWSCCA,,
55385,昇陽半元大98購01,TW20Z0553855,1/10/2020,上市,RWSCCA,,
55386,致新元大97購02,TW20Z0553863,1/10/2020,上市,RWSCCA,,
55387,世紀鋼元大97購01,TW20Z0553871,1/10/2020,上市,RWSCCA,,
55388,華通統一97購03,TW20Z0553889,1/10/2020,上市,RWSCCA,,
55389,國巨統一98購02,TW20Z0553897,1/10/2020,上市,RWSCCA,,
05538P,玉晶光國票97售02,TW19Z05538P8,12/4/2019,上市,RWSCPE,,
55390,國巨統一98購03,TW20Z0553905,1/10/2020,上市,RWSCCA,,
55391,光罩統一97購02,TW20Z0553913,1/10/2020,上市,RWSCCA,,
55392,凱美統一97購03,TW20Z0553921,1/10/2020,上市,RWSCCA,,
55393,華新科統一97購03,TW20Z0553939,1/10/2020,上市,RWSCCA,,
